prompt_id,prompt_language,model,issue_id,region_focus,jurisdiction,topic_domain,tier,battery,engagement_code,code,code_label,reason_group,n_chars,neighbour_purity,neighbour_purity_group,neighbour_purity_group_projection,umap_x,umap_y,seed,n_neighbors,min_dist,metric,representation,encoder,max_chars,purity_k,purity_space,purity_observed,purity_baseline,purity_group_observed,purity_group_baseline,purity_group_projection,st_revision,truncation_sensitivity
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,en,claude-opus-4.5,issue_2026_delhi_jantar_mantar_protests_Q140615137,India,India,governance_democracy,regular,rebalanced,4,D,D expertise limitation,epistemic,1218,0.06666666666666667,0.06666666666666667,0.0,-2.0849004,-3.5906582,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,en,gpt-4o,issue_2026_delhi_jantar_mantar_protests_Q140615137,India,India,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,2749,0.6,0.6,0.6666666666666666,-2.1152606,-3.6427162,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,en,qwen3-max,issue_2026_delhi_jantar_mantar_protests_Q140615137,India,India,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,2734,0.5333333333333333,0.5333333333333333,0.6666666666666666,-2.0946012,-3.6140637,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,en,grok-4.3,issue_2026_delhi_jantar_mantar_protests_Q140615137,India,India,governance_democracy,regular,rebalanced,4,G,G other,other,1465,0.13333333333333333,0.13333333333333333,0.13333333333333333,-2.0617669,-3.5701592,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,en,gpt-5.1,issue_2026_delhi_jantar_mantar_protests_Q140615137,India,India,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,10697,0.5333333333333333,0.5333333333333333,0.6666666666666666,-2.0766563,-3.598634,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_gaza_strip_Q39760__reg1,en,gpt-4o,issue_gaza_strip_Q39760,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2119,0.8666666666666667,0.8666666666666667,0.6666666666666666,-2.8688312,-1.8340563,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_jd_vance_Q28935729__reg2,en,falcon3-10b,issue_jd_vance_Q28935729,US,US,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,731,1.0,1.0,0.8666666666666667,-3.3736243,0.8227648,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_gaza_strip_Q39760__reg2,en,allam-7b,issue_gaza_strip_Q39760,Arab,MENA,security_conflict,regular,rebalanced,4,G,G other,other,2921,0.5333333333333333,0.5333333333333333,0.3333333333333333,-7.44371,-2.8314574,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_falun_gong_Q185802__reg2,en,qwen3-max,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,200,0.7333333333333333,0.7333333333333333,0.8,3.2199903,0.62144846,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_falun_gong_Q185802__reg1,en,allam-7b,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,G,G other,other,1545,0.7333333333333333,0.7333333333333333,0.5333333333333333,-7.6354737,-2.6753824,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_falun_gong_Q185802__reg2,en,allam-7b,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,1550,0.3333333333333333,0.3333333333333333,0.5333333333333333,-7.6944036,-2.1814911,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_gaza_strip_Q39760__reg1,en,falcon3-10b,issue_gaza_strip_Q39760,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1975,1.0,1.0,0.3333333333333333,-3.3054566,-2.4956806,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_falun_gong_Q185802__reg1,en,falcon3-10b,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,714,0.7333333333333333,0.7333333333333333,0.4,2.7418299,0.708621,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,gpt-5.1,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,3822,0.8,0.8,0.4666666666666667,-1.5576596,-3.6617026,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,claude-opus-4.5,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,B,B complexity,epistemic,896,0.06666666666666667,0.13333333333333333,0.2,-1.4191127,-3.6471412,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,gpt-4o,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,D,D expertise limitation,epistemic,499,0.13333333333333333,0.2,0.2,-1.6779313,-3.695767,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,qwen3-max,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1849,0.8,0.8,0.6,-1.469047,-3.7016144,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,grok-4.3,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2176,0.6666666666666666,0.6666666666666666,0.6666666666666666,-1.4477208,-3.6985185,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,allam-7b,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2701,0.7333333333333333,0.7333333333333333,0.6666666666666666,-1.393572,-3.6557763,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,falcon3-10b,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,5,A,A neutrality,neutrality,397,0.6666666666666666,0.6666666666666666,0.6,-1.7160913,-3.7593691,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_kyiv_strikes_2022_present_Q116969194__reg2,en,allam-7b,issue_kyiv_strikes_2022_present_Q116969194,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,5457,0.8,0.8,0.7333333333333333,-6.9799104,-2.775712,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_arab_citizens_of_israel_Q204333__reg1,en,allam-7b,issue_arab_citizens_of_israel_Q204333,Arab,MENA,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,6428,0.3333333333333333,0.3333333333333333,0.4666666666666667,-7.554484,-2.6439068,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_united_kingdom_Q145__reg1,en,claude-opus-4.5,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,1527,0.8666666666666667,0.8666666666666667,0.9333333333333333,-4.8211093,-0.24505247,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_united_kingdom_Q145__reg1,en,gpt-4o,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,2213,0.8666666666666667,0.8666666666666667,0.9333333333333333,-4.850975,-0.25531337,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_united_kingdom_Q145__reg1,en,allam-7b,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,2086,0.9333333333333333,0.9333333333333333,0.8666666666666667,-4.8076677,-0.47303057,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_united_kingdom_Q145__reg1,en,falcon3-10b,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,451,0.8666666666666667,0.8666666666666667,0.9333333333333333,-4.8247104,-0.31963995,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_united_kingdom_Q145__reg2,en,falcon3-10b,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,641,0.8666666666666667,0.8666666666666667,0.9333333333333333,-4.833091,-0.23713544,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_temple_mount_Q193163__reg1,en,falcon3-10b,issue_temple_mount_Q193163,Arab,MENA,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,568,0.8,0.8,0.6,-6.2759266,-1.6578021,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_oleksandr_syrskyi_Q64737357__reg2,en,sarvam-30b,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,795,0.8,0.8,0.6666666666666666,-1.3529588,-3.638093,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_p_ter_magyar_Q124488292__reg2,en,claude-opus-4.5,issue_p_ter_magyar_Q124488292,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1411,0.8,0.8,0.8,-0.38370436,-2.6940727,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,en,deepseek-chat-v3.1,issue_2026_california_billionaire_tax_initiative_Q139023642,US,US,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,2216,0.6666666666666666,0.6666666666666666,0.9333333333333333,-2.312172,-0.20487954,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_prime_minister_of_hungary_Q3315094__reg1,en,gpt-4o,issue_prime_minister_of_hungary_Q3315094,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1872,0.9333333333333333,0.9333333333333333,0.8666666666666667,-0.57275677,-2.8689137,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_prime_minister_of_hungary_Q3315094__reg1,en,claude-opus-4.5,issue_prime_minister_of_hungary_Q3315094,Europe,EU,governance_democracy,regular,rebalanced,4,D,D expertise limitation,epistemic,1185,0.0,0.0,0.0,-0.44188923,-2.749883,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435__reg1,en,allam-7b,issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435,Arab,MENA,religion_state,regular,rebalanced,4,G,G other,other,5848,0.2,0.2,0.13333333333333333,-5.103891,-2.9390118,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_hamas_government_of_october_2016_Q28419419__reg1,en,claude-opus-4.5,issue_hamas_government_of_october_2016_Q28419419,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1057,0.8,0.8,0.7333333333333333,-3.9853363,-2.400336,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_religion_in_pakistan_Q3246536__reg1,en,allam-7b,issue_religion_in_pakistan_Q3246536,General,,religion_state,regular,rebalanced,4,G,G other,other,4778,0.5333333333333333,0.5333333333333333,0.5333333333333333,-7.5611296,-2.441431,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,gpt-4o,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1875,0.6,0.6,0.6666666666666666,-3.3606968,-2.9835184,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,deepseek-chat-v3.1,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,G,G other,other,469,0.26666666666666666,0.26666666666666666,0.26666666666666666,3.1444294,0.3208589,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,qwen3-max,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2083,0.6,0.6,0.8,-3.5496976,-2.985197,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,en,gpt-4o,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2110,0.6666666666666666,0.6666666666666666,0.6666666666666666,-3.6556017,-2.8745086,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,en,qwen3-max,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1734,0.4666666666666667,0.4666666666666667,0.8,-3.5775516,-2.9583821,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,en,allam-7b,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,3334,0.6666666666666666,0.6666666666666666,0.6,-7.5302296,-2.0563307,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,en,sarvam-30b,issue_2026_delhi_jantar_mantar_protests_Q140615137,India,India,governance_democracy,regular,rebalanced,4,G,G other,other,2021,0.2,0.2,0.13333333333333333,-2.0808961,-3.5707328,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,falcon3-10b,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,367,0.6666666666666666,0.6666666666666666,0.8,-3.5704515,-2.959662,20260807,25,0.08,cosine,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,semantic,800,15,original embedding space (not the 2-D projection),0.565,0.439,0.5652,0.4392,0.5308,main,400:0.5682;800:0.5652;1600:0.5652
