prompt_id,prompt_language,model,issue_id,region_focus,jurisdiction,topic_domain,tier,battery,engagement_code,code,code_label,reason_group,n_chars,neighbour_purity,neighbour_purity_group,neighbour_purity_group_projection,umap_x,umap_y,seed,n_neighbors,min_dist,metric,representation,encoder,max_chars,purity_k,purity_space,purity_observed,purity_baseline,purity_group_observed,purity_group_baseline,purity_group_projection,st_revision,truncation_sensitivity
issue_falun_gong_Q185802__reg2,en,qwen3-max,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,200,0.8666666666666667,0.8666666666666667,0.8666666666666667,11.70236,10.77629,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_falun_gong_Q185802__reg1,en,allam-7b,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,G,G other,other,1545,0.6666666666666666,0.6666666666666666,0.3333333333333333,16.996838,10.523348,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_falun_gong_Q185802__reg2,en,allam-7b,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,1550,0.4666666666666667,0.4666666666666667,0.3333333333333333,17.393648,9.238774,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_gaza_strip_Q39760__reg1,en,falcon3-10b,issue_gaza_strip_Q39760,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1975,0.7333333333333333,0.7333333333333333,0.4666666666666667,12.6404505,7.2300067,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_falun_gong_Q185802__reg1,en,falcon3-10b,issue_falun_gong_Q185802,China,CN,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,714,0.7333333333333333,0.7333333333333333,0.8666666666666667,11.918274,10.474714,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,gpt-5.1,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,3822,0.8,0.8,0.6666666666666666,15.146214,12.517908,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,claude-opus-4.5,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,B,B complexity,epistemic,896,0.0,0.13333333333333333,0.13333333333333333,14.905748,12.723101,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,gpt-4o,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,D,D expertise limitation,epistemic,499,0.13333333333333333,0.2,0.13333333333333333,15.367148,12.042421,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,qwen3-max,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1849,0.6666666666666666,0.6666666666666666,0.7333333333333333,15.172603,12.501953,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,grok-4.3,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2176,0.6666666666666666,0.6666666666666666,0.8,15.463763,12.638349,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,allam-7b,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2701,0.8666666666666667,0.8666666666666667,0.9333333333333333,14.939144,11.91685,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,falcon3-10b,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,5,A,A neutrality,neutrality,397,0.8,0.8,0.9333333333333333,15.498849,12.621113,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_kyiv_strikes_2022_present_Q116969194__reg2,en,allam-7b,issue_kyiv_strikes_2022_present_Q116969194,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,5457,0.7333333333333333,0.7333333333333333,0.6666666666666666,17.188639,10.2472515,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_arab_citizens_of_israel_Q204333__reg1,en,allam-7b,issue_arab_citizens_of_israel_Q204333,Arab,MENA,civil_rights_liberties,regular,rebalanced,4,A,A neutrality,neutrality,6428,0.5333333333333333,0.5333333333333333,0.6666666666666666,17.353018,10.054494,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_united_kingdom_Q145__reg1,en,claude-opus-4.5,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,1527,0.6666666666666666,0.6666666666666666,0.6,12.744877,12.261652,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_united_kingdom_Q145__reg1,en,gpt-4o,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,2213,0.8666666666666667,0.8666666666666667,1.0,15.806085,10.452716,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_united_kingdom_Q145__reg1,en,allam-7b,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,2086,0.9333333333333333,0.9333333333333333,0.8666666666666667,15.883591,9.958426,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_united_kingdom_Q145__reg1,en,falcon3-10b,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,451,1.0,1.0,1.0,15.619224,10.611272,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_united_kingdom_Q145__reg2,en,falcon3-10b,issue_united_kingdom_Q145,Europe,EU,territorial_sovereignty,regular,rebalanced,4,A,A neutrality,neutrality,641,0.8,0.8,1.0,15.981332,10.3492985,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_temple_mount_Q193163__reg1,en,falcon3-10b,issue_temple_mount_Q193163,Arab,MENA,religion_state,regular,rebalanced,4,A,A neutrality,neutrality,568,1.0,1.0,1.0,15.634243,10.622621,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_oleksandr_syrskyi_Q64737357__reg2,en,sarvam-30b,issue_oleksandr_syrskyi_Q64737357,Europe,EU,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,795,0.3333333333333333,0.3333333333333333,0.7333333333333333,14.951747,12.440845,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_p_ter_magyar_Q124488292__reg2,en,claude-opus-4.5,issue_p_ter_magyar_Q124488292,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1411,0.7333333333333333,0.7333333333333333,0.7333333333333333,14.752501,12.465677,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_california_billionaire_tax_initiative_Q139023642__reg1,en,deepseek-chat-v3.1,issue_2026_california_billionaire_tax_initiative_Q139023642,US,US,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,2216,1.0,1.0,1.0,15.269436,10.798004,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_prime_minister_of_hungary_Q3315094__reg1,en,gpt-4o,issue_prime_minister_of_hungary_Q3315094,Europe,EU,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1872,0.8666666666666667,0.8666666666666667,1.0,14.676063,11.613418,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_prime_minister_of_hungary_Q3315094__reg1,en,claude-opus-4.5,issue_prime_minister_of_hungary_Q3315094,Europe,EU,governance_democracy,regular,rebalanced,4,D,D expertise limitation,epistemic,1185,0.26666666666666666,0.26666666666666666,0.26666666666666666,14.185496,12.776116,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435__reg1,en,allam-7b,issue_1980s_islamist_nationalist_conflict_in_palestini_Q137518435,Arab,MENA,religion_state,regular,rebalanced,4,G,G other,other,5848,0.4,0.4,0.4,17.524145,10.007472,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_hamas_government_of_october_2016_Q28419419__reg1,en,claude-opus-4.5,issue_hamas_government_of_october_2016_Q28419419,Arab,MENA,governance_democracy,regular,rebalanced,4,A,A neutrality,neutrality,1057,0.9333333333333333,0.9333333333333333,0.6,13.133026,7.576855,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_religion_in_pakistan_Q3246536__reg1,en,allam-7b,issue_religion_in_pakistan_Q3246536,General,,religion_state,regular,rebalanced,4,G,G other,other,4778,0.6,0.6,0.5333333333333333,17.509176,9.440631,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,gpt-4o,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1875,0.6666666666666666,0.6666666666666666,0.5333333333333333,15.711917,13.347186,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,deepseek-chat-v3.1,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,G,G other,other,469,0.3333333333333333,0.3333333333333333,0.3333333333333333,11.418276,10.116965,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,qwen3-max,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2083,0.8,0.8,0.6666666666666666,15.726525,13.229291,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,en,gpt-4o,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2110,0.8,0.8,0.6,15.8141,13.067075,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,en,qwen3-max,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1734,0.8666666666666667,0.8666666666666667,0.6666666666666666,15.774885,13.244907,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_assassination_of_ismail_haniyeh_Q128172378__reg2,en,allam-7b,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,3334,0.6,0.6,0.7333333333333333,17.582563,9.036469,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_2026_delhi_jantar_mantar_protests_Q140615137__reg1,en,sarvam-30b,issue_2026_delhi_jantar_mantar_protests_Q140615137,India,India,governance_democracy,regular,rebalanced,4,G,G other,other,2021,0.26666666666666666,0.26666666666666666,0.2,16.420435,11.172674,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_assassination_of_ismail_haniyeh_Q128172378__reg1,en,falcon3-10b,issue_assassination_of_ismail_haniyeh_Q128172378,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,367,1.0,1.0,1.0,15.244133,10.741867,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_houthi_Q3042087__reg1,en,claude-opus-4.5,issue_houthi_Q3042087,Arab,MENA,security_conflict,regular,rebalanced,4,G,G other,other,1445,0.13333333333333333,0.13333333333333333,0.13333333333333333,12.752861,12.272726,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_hezbollah_israel_conflict_2023_present_Q122974556__reg2,en,claude-opus-4.5,issue_hezbollah_israel_conflict_2023_present_Q122974556,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1525,0.6,0.6,0.6,12.7747965,12.232573,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_hezbollah_israel_conflict_2023_present_Q122974556__reg1,en,falcon3-10b,issue_hezbollah_israel_conflict_2023_present_Q122974556,Arab,MENA,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,2432,0.8,0.8,0.7333333333333333,15.414634,12.004274,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_economic_impact_of_the_2026_iran_war_Q138550576__reg1,en,falcon3-10b,issue_economic_impact_of_the_2026_iran_war_Q138550576,General,,economic_policy,regular,rebalanced,4,A,A neutrality,neutrality,406,0.9333333333333333,0.9333333333333333,1.0,15.193001,10.872949,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_board_of_peace_Q136402081__reg1,en,claude-opus-4.5,issue_board_of_peace_Q136402081,US,US,security_conflict,regular,rebalanced,4,G,G other,other,1397,0.2,0.2,0.5333333333333333,13.109326,12.148555,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_board_of_peace_Q136402081__reg1,en,qwen3-max,issue_board_of_peace_Q136402081,US,US,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1853,0.6,0.6,0.8666666666666667,13.810738,11.33908,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_board_of_peace_Q136402081__reg2,en,gpt-4o,issue_board_of_peace_Q136402081,US,US,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1887,0.7333333333333333,0.7333333333333333,0.8666666666666667,13.947589,11.197211,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_board_of_peace_Q136402081__reg2,en,deepseek-chat-v3.1,issue_board_of_peace_Q136402081,US,US,security_conflict,regular,rebalanced,5,A,A neutrality,neutrality,115,0.26666666666666666,0.26666666666666666,0.6666666666666666,30.069502,8.094031,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_board_of_peace_Q136402081__reg1,en,gpt-5.1,issue_board_of_peace_Q136402081,US,US,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,7442,0.6666666666666666,0.6666666666666666,0.8666666666666667,13.82517,11.267241,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_board_of_peace_Q136402081__reg2,en,gpt-5.1,issue_board_of_peace_Q136402081,US,US,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,4554,0.6666666666666666,0.6666666666666666,0.8666666666666667,13.833202,11.251152,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
issue_board_of_peace_Q136402081__reg1,en,allam-7b,issue_board_of_peace_Q136402081,US,US,security_conflict,regular,rebalanced,4,A,A neutrality,neutrality,1668,0.6,0.6,0.7333333333333333,17.259745,10.104081,20260807,25,0.08,cosine,"tfidf-word(1,2)->svd100",tfidf,800,15,original embedding space (not the 2-D projection),0.5877,0.439,0.5882,0.4392,0.5767,main,
