model,prompt_language,engagement_category,n,share,n_total,exposure,note,canonical_run_id
falcon3-10b,ru,Hard refusal,24,0.009615384615384616,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
falcon3-10b,zh,Full engagement,1730,0.6950582563278425,2489,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
falcon3-10b,zh,Engagement with caveats,675,0.27119325030132585,2489,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
falcon3-10b,zh,Partial engagement,9,0.0036159100040176776,2489,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
falcon3-10b,zh,Soft refusal,69,0.027721976697468863,2489,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
falcon3-10b,zh,Hard refusal,6,0.0024106066693451184,2489,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ar,Full engagement,1698,0.6802884615384616,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ar,Engagement with caveats,755,0.30248397435897434,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ar,Partial engagement,2,8.012820512820513e-4,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ar,Soft refusal,37,0.014823717948717948,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ar,Hard refusal,4,0.0016025641025641025,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,en,Full engagement,1782,0.7142284569138276,2495,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,en,Engagement with caveats,658,0.26372745490981964,2495,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,en,Soft refusal,52,0.020841683366733466,2495,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,en,Hard refusal,3,0.0012024048096192384,2495,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,hi,Full engagement,1743,0.6983173076923077,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,hi,Engagement with caveats,722,0.28926282051282054,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,hi,Partial engagement,4,0.0016025641025641025,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,hi,Soft refusal,25,0.010016025641025642,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,hi,Hard refusal,2,8.012820512820513e-4,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ru,Full engagement,1703,0.6822916666666666,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ru,Engagement with caveats,727,0.29126602564102566,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ru,Partial engagement,6,0.002403846153846154,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ru,Soft refusal,55,0.022035256410256412,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,ru,Hard refusal,5,0.002003205128205128,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,zh,Full engagement,1770,0.7091346153846154,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,zh,Engagement with caveats,697,0.2792467948717949,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,zh,Partial engagement,1,0.00040064102564102563,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,zh,Soft refusal,26,0.010416666666666666,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-4o,zh,Hard refusal,2,8.012820512820513e-4,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-5.1,ar,Full engagement,2238,0.8966346153846154,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-5.1,ar,Engagement with caveats,117,0.046875,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-5.1,ar,Partial engagement,21,0.008413461538461538,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-5.1,ar,Soft refusal,114,0.04567307692307692,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
gpt-5.1,ar,Hard refusal,6,0.002403846153846154,2496,assigned prompt_language (NOT response_language),"DESCRIPTIVE composition of the analysis sample. No hypothesis test; intervals, where shown, are issue-clustered. This is not an estimand.",canon_012
