kind,path,sha256,detail,canonical_run_id,git_sha,git_branch,git_dirty,generated_at,estimates_inherited_from,estimates_source_git_sha,git_sha_at_start,git_sha_at_end,tree_moved_during_build
output,pipeline/releases/canon_024/estimates/c04_home_standardized.csv,2d148eadeeb2cbf17f32f64fc17d81c0ab214fd25c922363964cfec9112c5502,7029,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c05_home_by_model.csv,14d2e33500bed975c866ff8ebc766461ff8f7e9a920034f2036380a4eccb7e31,14843,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c06_home_overlap.csv,80bca9f7cf6b767a9acc410e7837b0f714c8308d66ea193481d9cddadbdd5a71,112994,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c06b_common_support_diagnostics.csv,d2467d22a47317f37e3ef9637c4d2b5b895b24b1c7dc768687af1c6bf34676c2,732,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c07_home_sensitivities.csv,7217d6a038801626a1e744a03ce079185508f62163ebf5b9eeaac21e56810751,6924,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c08_language_paired.csv,8bb8fa476d615035a3e807371bf8ac41b51a0a85e4b050a1064c063adb60a295,3983,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c08b_weighting_comparison.csv,e075d59d07c650102b010476c77cafe7d9619b06df52c0b7670331a566dbd887,1063,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c08c_original_nonengagement_sensitivity.csv,fd4534f06b9561805a34a8134d6ef889a11c9e025e3740e61c70698755c2c50a,1829,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c09_language_by_model.csv,25d01dfa8019f92e5d37d4ba82e062d3fb1c9bcfcf59d3f8a84ed726f435d35a,52743,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c10_framing_paired.csv,35405b69de3b380ba7aac4e0d05f2fa18a8b9434949faefde56d8756252fadc6,1054,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c10b_framing_incomplete_blocks.csv,4761b86fe91e48b2f6e19c5be4ced32357dce66c76ea2f810acc50539dc22e40,1162,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c10c_original_nonengagement_sensitivity.csv,20d4e737261e42608c64105e8ed8db42a40b7900627242564bcfa34b38469b65,634,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c11_framing_by_model.csv,2a74aed2e3e70aaff098f92f524842a9fb70549c37d46aa6fae866d6b0946c68,10071,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c18_bootstrap_diagnostics.csv,5b4d4d92b30353be918a0795f60fc2a5634c264a72b062c8feba295061899055,36205,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c20_figure_layout_extended.rds,294fd3e4feca38aede66d80e64bf02cb27b054b1eb07edcff01b04209eb7a845,9860042,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c20_figure_layout_main.rds,72a85dd3e31cae17bbe2107e50b3a1cce5d5922e15908a8fdcd6e9b0eae572e1,6999027,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c21_subsample_draws.csv.gz,b26aefb2fc4fed7861312f242cceab8aee71485957bc19ab1e7554dafb465c9d,133971,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c21_subsample_failures.csv,c2495b02156105016a39c8990150fd33092dc3a59e068d165b4d6eb3dd7ed51b,71,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c21_subsample_metadata.json,ccb02c843913ffd61994972749fc74ac773228cd71f736139f5f95bc2b491111,472,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c21_subsample_summary.csv,2b6c28307ae76dec42e07149a6d30e2630bf2cab18870d6c664a6cf8d34a7a1a,27714,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22_prompt_outcome_propensities.csv,aa2cbe54ba0715a590ff73fd1e0502513ba81e10587b3037ce0b1bf4c582eb91,7007298,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22_prompt_outcomes_by_model.csv,a39f23fed132a1dbb8668a86466b7b03eb8e75540e427e9eefeeb5660b751c3d,2810308,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22_prompt_umap_coordinates.csv,1077d9ea5b644a519e8e9fed200720c93e2aae456c7c59c40638d918f4357cc3,644910,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22_prompt_umap_diagnostics.csv,4348b5e1aab9f94be4cb50bb0d603cfebc8d4d66d1157598417c01e96c597f96,279,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22_prompt_umap_metadata.json,37690aaa25d23fc0d0246ea4613c2adb9f4f956ef2deb3c4d0efffa52011f3d4,501,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22b_prompt_concentration.csv,a619b71149f4d749655fe1b2428746d084a5338bf4f3204f8d752656a0f43807,771731,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22c_prompt_cross_model_counts.csv,ada07b83e44df355925e9ba2c8ccd338c33d4b905b0d1f43220c5e236600aea6,709968,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c22d_prompt_cross_model_distribution.csv,ca48e4feb2bfc9e80bcb8a5d98d340a8e00d8dadced47a437531a0d0b4ebcade,2499,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c23_response_validity_prevalence.csv,ab7c57e179598cf4db827b1f3741176dc66767aca979baed0c06a0783acbe783,33984,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c23b_original_nonengagement_prevalence.csv,efa6dd6db81d6f87e86dba9eff934736fc107e13a69a710347bb5faec1d462db,8183,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c24_response_validity_overlap.csv,24b4924f97bc19be7ccd44c7b12ed56e2c2a473239d81895c22359e185681e38,566,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c25_response_validity_components.csv,abd5ff40c11a4b9d1559317e7ed98b35d9a50496086810ec1066c9dcf09ace53,2295,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c26_response_validity_contract.csv,9fa510acd0426c4acb7834175142aab8c7115caab7a6590a48c430d3ca957451,473,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/c27_annotation_transition.csv,c522a2c3b4e4d8ef729fb16c310abd536635290b28bd87e0d2791e59f4356c36,2223,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/estimates/data_clean.RData,3b28953081f001fdf0c5c01d5516c4d3311750c0874c4ef444fef121e7aab2a9,26402246,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/main/Fig1_jurisdiction_refusal_atlas_home.png,3bb91cf62215f45be164ba847b86fb4f8b29dbc48c051486bdd1ffe8d4aab017,1501783,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/main/Fig2_language_refusal_atlas_contrasts.png,94f7888216e95d88baea79a9a3f7d54abcf13809b2b5a54970787868405e961c,1647503,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED1_home_absolute_risks_genuine_refusal.png,0d2ec7e3356d15e0317cc812ef2fffcddc8a3ce268c562dfe170ab0cb9a45f55,74034,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED10_content_fingerprint_capability_failure.png,c4a47448b86731eff33e2d8e85f68c5e4054949a03737668e8ffd80a7c294428,153276,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED11_prompt_distribution_genuine_refusal.png,e8bbffaf784a84e610235b1cca0a6dde781c581cf27060edce4b23d43c740361,186548,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED12_prompt_distribution_capability_failure.png,cea05b8ebfb7f781ba4c3920db6db69c342e871ba00f5293ea6270308fcfb682,195383,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED13_capability_failure_semantic_atlas.png,99f26d9906efa6fe684705a7983433b7c0c426f0edd78f188b11c8912ed41333,6649104,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED14_genuine_refusal_semantic_atlas_by_model.png,02f4b5af7ecaa21f671067c9a19c57a8a901ad0a1e893962c4f0835ce83b3e85,3920666,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED2_home_absolute_risks_capability_failure.png,d862d864cb9e49c483a43483eb13245e639fe1aa9ed879e43d815dff70fbe8b7,66408,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED3_language_absolute_rates_genuine_refusal.png,95d714d0fecfc1ecc3ff2617de0313fd708dad8832b0b7f8c219c3d397a53d03,285798,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED4_language_absolute_rates_capability_failure.png,ecb8784e3755d2c3f6c5494b2afbd46dda82df22cbfa0e343069f869421b69d5,282038,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED5_measurement_reclassification.png,cea5fc32b44cf54829414ac5e334e02700d127ce684d99b88c7c927d189b8e93,95385,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED6_annotation_component_profile.png,c2517e837b96db2bdce1dfe1e0e7fd2f97c0bdc29f1d44a6bade596bae0e2fb6,230642,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
output,pipeline/releases/canon_024/figures/extended/ED7_model_specific_contrasts_genuine_refusal.png,59802157307afc08047af92372d0b5266a54f73f4dc72d5de8859ecfec543188,426995,canon_024,41543ade5334a36b6e9a33219cd5004e04507ac6,audit/inference-pipeline-review,TRUE,2026-09-04T13:36:12,canon_021,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,41543ade5334a36b6e9a33219cd5004e04507ac6,FALSE
