language,outcome,model,jurisdiction,n_blocks,n_issues,estimate,conf_low,conf_high,estimate_pp,conf_low_pp,conf_high_pp,mean_english,mean_target,mean_english_pp,mean_target_pp,interval_reliable,estimand,evidence_status,canonical_run_id
zh,genuine_refusal,allam-7b,MENA,2496,624,-0.06570512820512821,-0.07532051282051282,-0.055288461538461536,-6.570512820512821,-7.532051282051282,-5.528846153846153,0.06891025641025642,0.003205128205128205,6.891025641025641,0.3205128205128205,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,claude-opus-4.5,US,2496,624,8.012820512820513e-4,-0.001201923076923077,0.003605769230769231,0.08012820512820512,-0.1201923076923077,0.3605769230769231,0.00040064102564102563,0.001201923076923077,0.04006410256410256,0.1201923076923077,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,deepseek-chat-v3.1,CN,2496,624,-0.001201923076923077,-0.005608974358974359,0.003605769230769231,-0.1201923076923077,-0.5608974358974359,0.3605769230769231,0.008413461538461538,0.007211538461538462,0.8413461538461539,0.7211538461538461,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,falcon3-10b,MENA,2489,623,0.06307754118119727,0.05383688228204098,0.07255827974276526,6.3077541181197265,5.3836882282040985,7.255827974276525,0.002812374447569305,0.06588991562876657,0.28123744475693047,6.588991562876657,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,gemini-2.5-flash-lite,US,2496,624,8.012820512820513e-4,-0.0016025641025641025,0.0034154647435897345,0.08012820512820512,-0.16025641025641024,0.34154647435897345,0.0016025641025641025,0.002403846153846154,0.16025641025641024,0.2403846153846154,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,glm-4.7-flash,CN,2496,624,8.012820512820513e-4,-0.002403846153846154,0.004006410256410256,0.08012820512820512,-0.2403846153846154,0.4006410256410256,0.0028044871794871795,0.003605769230769231,0.28044871794871795,0.3605769230769231,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,gpt-4o,US,2495,624,-0.0016032064128256513,-0.0032076984763432237,-0.00040064102564102563,-0.16032064128256512,-0.32076984763432237,-0.04006410256410256,0.0016032064128256513,0,0.16032064128256512,0,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,gpt-5.1,US,2496,624,0.00040064102564102563,-8.012820512820513e-4,0.0016025641025641025,0.04006410256410256,-0.08012820512820512,0.16025641025641024,0.00040064102564102563,8.012820512820513e-4,0.04006410256410256,0.08012820512820512,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,grok-4.3,US,2496,624,0.0733173076923077,0.06169871794871795,0.08453525641025642,7.331730769230769,6.169871794871796,8.453525641025642,0.00040064102564102563,0.07371794871794872,0.04006410256410256,7.371794871794872,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,hunyuan-a13b,CN,2496,624,-0.1486378205128205,-0.16407251602564102,-0.1294070512820513,-14.863782051282051,-16.407251602564102,-12.94070512820513,0.19310897435897437,0.04447115384615385,19.310897435897438,4.447115384615385,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,jais-8b,MENA,2496,624,0.4699519230769231,0.4497095352564103,0.49099559294871786,46.99519230769231,44.97095352564103,49.09955929487179,0.02844551282051282,0.4983974358974359,2.844551282051282,49.83974358974359,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,kimi-k2.5,CN,2495,624,0.0032064128256513026,-0.002003205128205128,0.008016032064128256,0.32064128256513025,-0.2003205128205128,0.8016032064128256,0.006813627254509018,0.01002004008016032,0.6813627254509018,1.002004008016032,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,llama-4-scout,US,2496,624,0.002403846153846154,-0.00040064102564102563,0.005608974358974359,0.2403846153846154,-0.04006410256410256,0.5608974358974359,0.0016025641025641025,0.004006410256410256,0.16025641025641024,0.4006410256410256,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,ministral-14b,EU,2496,624,0,-0.001201923076923077,0.0010116185897435807,0,-0.1201923076923077,0.10116185897435807,0.00040064102564102563,0.00040064102564102563,0.04006410256410256,0.04006410256410256,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,mistral-large-2512,EU,2496,624,-0.00040064102564102563,-0.001201923076923077,0,-0.04006410256410256,-0.1201923076923077,0,0.00040064102564102563,0,0.04006410256410256,0,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,nova-lite,US,2496,624,0.0028044871794871795,-0.002003205128205128,0.008012820512820512,0.28044871794871795,-0.2003205128205128,0.8012820512820512,0.014823717948717948,0.017628205128205128,1.4823717948717947,1.7628205128205128,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,qwen3-max,CN,2496,624,0.008814102564102564,-0.00641025641025641,0.024439102564102564,0.8814102564102564,-0.641025641025641,2.4439102564102564,0.08133012820512821,0.09014423076923077,8.133012820512821,9.014423076923077,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
zh,capability_failure,sarvam-30b,India,2488,624,0.7331189710610932,0.7190332811389964,0.747237528870975,73.31189710610933,71.90332811389965,74.7237528870975,0.002411575562700965,0.7355305466237942,0.2411575562700965,73.55305466237942,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,allam-7b,MENA,2496,624,-0.01842948717948718,-0.030659054487179486,-0.005608974358974359,-1.842948717948718,-3.0659054487179485,-0.5608974358974359,0.06891025641025642,0.05048076923076923,6.891025641025641,5.048076923076923,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,claude-opus-4.5,US,2496,624,0.006009615384615385,-0.0038161057692307687,0.015625,0.6009615384615385,-0.38161057692307687,1.5625,0.04246794871794872,0.048477564102564104,4.246794871794872,4.847756410256411,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,deepseek-chat-v3.1,CN,2496,624,0.05048076923076923,0.037049278846153846,0.06370192307692307,5.048076923076923,3.7049278846153846,6.3701923076923075,0.03325320512820513,0.08373397435897435,3.3253205128205128,8.373397435897436,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,falcon3-10b,MENA,2496,624,-0.023637820512820512,-0.03205128205128205,-0.016426282051282052,-2.363782051282051,-3.205128205128205,-1.6426282051282053,0.026442307692307692,0.0028044871794871795,2.644230769230769,0.28044871794871795,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,gemini-2.5-flash-lite,US,2496,624,0,-0.004006410256410256,0.004006410256410256,0,-0.4006410256410256,0.4006410256410256,0.007211538461538462,0.007211538461538462,0.7211538461538461,0.7211538461538461,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,glm-4.7-flash,CN,2496,624,-0.008012820512820512,-0.013030849358974358,-0.003605769230769231,-0.8012820512820512,-1.3030849358974357,-0.3605769230769231,0.012419871794871794,0.004407051282051282,1.2419871794871795,0.4407051282051282,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,gpt-4o,US,2495,624,0.0016032064128256513,-0.00141271744494479,0.0046207479318434285,0.16032064128256512,-0.141271744494479,0.46207479318434286,0.0036072144288577155,0.0052104208416833666,0.36072144288577157,0.5210420841683366,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,gpt-5.1,US,2496,624,0.010817307692307692,0.003205128205128205,0.018830128205128204,1.0817307692307692,0.3205128205128205,1.8830128205128205,0.04366987179487179,0.05448717948717949,4.366987179487179,5.448717948717949,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,grok-4.3,US,2496,624,0.0028044871794871795,-0.002403846153846154,0.008223157051282041,0.28044871794871795,-0.2403846153846154,0.8223157051282041,0.014823717948717948,0.017628205128205128,1.4823717948717947,1.7628205128205128,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,hunyuan-a13b,CN,2496,624,-0.03926282051282051,-0.05008012820512821,-0.02844551282051282,-3.926282051282051,-5.008012820512821,-2.844551282051282,0.05889423076923077,0.019631410256410256,5.889423076923077,1.9631410256410255,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,jais-8b,MENA,2496,624,0.0016025641025641025,-0.006009615384615385,0.008223157051282041,0.16025641025641024,-0.6009615384615385,0.8223157051282041,0.026442307692307692,0.028044871794871796,2.644230769230769,2.8044871794871797,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,kimi-k2.5,CN,2496,624,-0.05008012820512821,-0.0633213141025641,-0.035847355769230774,-5.008012820512821,-6.33213141025641,-3.5847355769230775,0.10336538461538461,0.05328525641025641,10.336538461538462,5.3285256410256405,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,llama-4-scout,US,2496,624,0.04326923076923077,0.033443509615384615,0.05389623397435896,4.326923076923077,3.3443509615384617,5.389623397435896,0.019230769230769232,0.0625,1.9230769230769231,6.25,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,ministral-14b,EU,2496,624,0.00040064102564102563,-8.012820512820513e-4,0.0016025641025641025,0.04006410256410256,-0.08012820512820512,0.16025641025641024,0.00040064102564102563,8.012820512820513e-4,0.04006410256410256,0.08012820512820512,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,mistral-large-2512,EU,2496,624,-8.012820512820513e-4,-0.002003205128205128,0,-0.08012820512820512,-0.2003205128205128,0,8.012820512820513e-4,0,0.08012820512820512,0,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,nova-lite,US,2496,624,0.011217948717948718,0.006009615384615385,0.016826923076923076,1.1217948717948718,0.6009615384615385,1.6826923076923077,0.007211538461538462,0.01842948717948718,0.7211538461538461,1.842948717948718,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,qwen3-max,CN,2496,624,-0.028846153846153848,-0.03685897435897436,-0.021634615384615384,-2.8846153846153846,-3.685897435897436,-2.1634615384615383,0.041666666666666664,0.01282051282051282,4.166666666666666,1.282051282051282,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,genuine_refusal,sarvam-30b,India,2478,624,-0.05811138014527845,-0.06901301334035126,-0.04767487247415405,-5.811138014527845,-6.901301334035126,-4.767487247415405,0.062146892655367235,0.004035512510088781,6.214689265536723,0.40355125100887806,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,allam-7b,MENA,2496,624,0.16025641025641027,0.13320312499999998,0.1842948717948718,16.025641025641026,13.320312499999998,18.429487179487182,0.4050480769230769,0.5653044871794872,40.50480769230769,56.53044871794872,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,claude-opus-4.5,US,2496,624,8.012820512820513e-4,-8.012820512820513e-4,0.0028044871794871795,0.08012820512820512,-0.08012820512820512,0.28044871794871795,0.00040064102564102563,0.001201923076923077,0.04006410256410256,0.1201923076923077,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,deepseek-chat-v3.1,CN,2496,624,-0.002403846153846154,-0.007612179487179487,0.0022135416666666575,-0.2403846153846154,-0.7612179487179487,0.22135416666666574,0.008413461538461538,0.006009615384615385,0.8413461538461539,0.6009615384615385,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,falcon3-10b,MENA,2496,624,0.8233173076923077,0.8060897435897436,0.8377403846153846,82.33173076923077,80.60897435897436,83.77403846153845,0.0028044871794871795,0.8261217948717948,0.28044871794871795,82.61217948717949,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,gemini-2.5-flash-lite,US,2496,624,-8.012820512820513e-4,-0.0028044871794871795,0.0014122596153846062,-0.08012820512820512,-0.28044871794871795,0.14122596153846062,0.0016025641025641025,8.012820512820513e-4,0.16025641025641024,0.08012820512820512,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,glm-4.7-flash,CN,2496,624,0.004407051282051282,8.012820512820513e-4,0.008814102564102564,0.4407051282051282,0.08012820512820512,0.8814102564102564,0.0028044871794871795,0.007211538461538462,0.28044871794871795,0.7211538461538461,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,gpt-4o,US,2495,624,-4.008016032064128e-4,-0.002615556731926316,0.002004008016032064,-0.04008016032064128,-0.2615556731926316,0.2004008016032064,0.0016032064128256513,0.0012024048096192384,0.16032064128256512,0.12024048096192384,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,gpt-5.1,US,2496,624,0.0016025641025641025,-0.00040064102564102563,0.004006410256410256,0.16025641025641024,-0.04006410256410256,0.4006410256410256,0.00040064102564102563,0.002003205128205128,0.04006410256410256,0.2003205128205128,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,grok-4.3,US,2496,624,0.036458333333333336,0.029036458333333334,0.045272435897435896,3.6458333333333335,2.9036458333333335,4.527243589743589,0.00040064102564102563,0.03685897435897436,0.04006410256410256,3.685897435897436,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,hunyuan-a13b,CN,2496,624,-0.16346153846153846,-0.18130008012820512,-0.14743589743589744,-16.346153846153847,-18.13000801282051,-14.743589743589745,0.19310897435897437,0.029647435897435896,19.310897435897438,2.9647435897435894,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,jais-8b,MENA,2496,624,-0.003605769230769231,-0.01201923076923077,0.005418669871794863,-0.3605769230769231,-1.201923076923077,0.5418669871794863,0.02844551282051282,0.024839743589743588,2.844551282051282,2.483974358974359,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,kimi-k2.5,CN,2496,624,0.036057692307692304,0.028044871794871796,0.044070512820512824,3.6057692307692304,2.8044871794871797,4.407051282051282,0.006810897435897436,0.042868589743589744,0.6810897435897436,4.2868589743589745,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,llama-4-scout,US,2496,624,0.004006410256410256,0.00040064102564102563,0.008012820512820512,0.4006410256410256,0.04006410256410256,0.8012820512820512,0.0016025641025641025,0.005608974358974359,0.16025641025641024,0.5608974358974359,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,ministral-14b,EU,2496,624,0.005208333333333333,0.002003205128205128,0.008814102564102564,0.5208333333333333,0.2003205128205128,0.8814102564102564,0.00040064102564102563,0.005608974358974359,0.04006410256410256,0.5608974358974359,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,mistral-large-2512,EU,2496,624,8.012820512820513e-4,-8.012820512820513e-4,0.002614182692307683,0.08012820512820512,-0.08012820512820512,0.2614182692307683,0.00040064102564102563,0.001201923076923077,0.04006410256410256,0.1201923076923077,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,nova-lite,US,2496,624,0.028846153846153848,0.020622996794871794,0.038671874999999994,2.8846153846153846,2.0622996794871793,3.8671874999999996,0.014823717948717948,0.04366987179487179,1.4823717948717947,4.366987179487179,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,qwen3-max,CN,2496,624,-0.0673076923076923,-0.0837540064102564,-0.051472355769230774,-6.730769230769231,-8.37540064102564,-5.1472355769230775,0.08133012820512821,0.014022435897435898,8.133012820512821,1.4022435897435899,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ar,capability_failure,sarvam-30b,India,2478,624,0.851089588377724,0.8380007475414843,0.8658328311408344,85.10895883777239,83.80007475414844,86.58328311408344,0.002421307506053269,0.8535108958837773,0.24213075060532688,85.35108958837773,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,allam-7b,MENA,2496,624,-0.0673076923076923,-0.07932692307692307,-0.05608974358974359,-6.730769230769231,-7.9326923076923075,-5.6089743589743595,0.06891025641025642,0.0016025641025641025,6.891025641025641,0.16025641025641024,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,claude-opus-4.5,US,2496,624,0.003205128205128205,-0.006009615384615385,0.01201923076923077,0.3205128205128205,-0.6009615384615385,1.201923076923077,0.04246794871794872,0.04567307692307692,4.246794871794872,4.567307692307692,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,deepseek-chat-v3.1,CN,2496,624,0.044070512820512824,0.03365384615384615,0.05509815705128204,4.407051282051282,3.3653846153846154,5.509815705128204,0.03325320512820513,0.07732371794871795,3.3253205128205128,7.732371794871796,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,falcon3-10b,MENA,2496,624,8.012820512820513e-4,-0.007021233974358974,0.009234775641025622,0.08012820512820512,-0.7021233974358974,0.9234775641025622,0.026442307692307692,0.027243589743589744,2.644230769230769,2.7243589743589745,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,gemini-2.5-flash-lite,US,2496,624,0,-0.004006410256410256,0.003205128205128205,0,-0.4006410256410256,0.3205128205128205,0.007211538461538462,0.007211538461538462,0.7211538461538461,0.7211538461538461,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,glm-4.7-flash,CN,2496,624,-0.002403846153846154,-0.008012820512820512,0.0028044871794871795,-0.2403846153846154,-0.8012820512820512,0.28044871794871795,0.012419871794871794,0.010016025641025642,1.2419871794871795,1.001602564102564,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,gpt-4o,US,2495,624,0.004008016032064128,8.012820512820513e-4,0.007215947532595263,0.4008016032064128,0.08012820512820512,0.7215947532595264,0.0036072144288577155,0.007615230460921844,0.36072144288577157,0.7615230460921844,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,gpt-5.1,US,2496,624,-0.01201923076923077,-0.018830128205128204,-0.005608974358974359,-1.201923076923077,-1.8830128205128205,-0.5608974358974359,0.04366987179487179,0.031650641025641024,4.366987179487179,3.165064102564102,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,grok-4.3,US,2496,624,-8.012820512820513e-4,-0.005819310897435898,0.004617387820512811,-0.08012820512820512,-0.5819310897435898,0.4617387820512811,0.014823717948717948,0.014022435897435898,1.4823717948717947,1.4022435897435899,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,hunyuan-a13b,CN,2496,624,-0.038461538461538464,-0.04868790064102564,-0.029246794871794872,-3.8461538461538463,-4.868790064102564,-2.9246794871794872,0.05889423076923077,0.020432692307692308,5.889423076923077,2.043269230769231,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,jais-8b,MENA,2496,624,-0.020032051282051284,-0.027644230769230768,-0.013621794871794872,-2.003205128205128,-2.7644230769230766,-1.3621794871794872,0.026442307692307692,0.00641025641025641,2.644230769230769,0.641025641025641,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
ru,genuine_refusal,kimi-k2.5,CN,2496,624,0.07131410256410256,0.05427684294871795,0.08755008012820512,7.131410256410256,5.427684294871795,8.755008012820511,0.10336538461538461,0.17467948717948717,10.336538461538462,17.467948717948715,TRUE,model-specific paired language minus English difference,exploratory heterogeneity; no multiplicity adjustment,canon_019
