kind,path,sha256,detail,canonical_run_id,git_sha,git_branch,git_dirty,generated_at
output,pipeline/releases/canon_006/estimates/c07_home_sensitivities.csv,6abc1d4a6493ac17d525c2f5055bf9ec7fa357db93f3b6361293ea5176571f4c,45320,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c08_language_paired.csv,d54c1853882a39dd4e2e73c68eb131d9af312d98e5d3d7a3b5727992a1ee5303,29958,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c09_language_by_model.csv,9cc3f5254fcca64ebf2f13e2763ade5b7ae38911f8cba39058955632eeb35f6e,25448,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c10_framing_paired.csv,a5d6e1b01df49c595435a41b804fee4115866b4459d1f287f568c6e1d76cd291,4412,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c10b_framing_incomplete_blocks.csv,4d71793ac3e0cbbeb636cb6f683e11eafd7ff1210b305e9f5e70c8ef9404d039,752,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c11_framing_by_model_domain.csv,b060dbda2a40bea99a882a567d1522c737ba7cb04666623251d7e54a2d488114,12908,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c12_ideology_distribution.csv,ec011a466eeda9b5ce099fb9dc19ee4237ccec3d3e53579d220f65f5058d3512,23209,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c12b_slant_coverage.csv,23269de7ffac6e318e559c76d7ebf903bc13da97d2857cee58cc909148a411c8,5692,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c13_ideology_by_model.csv,8a3fe718a219f5fe4d91ef5d9d8d85996780b0101bcf7a790fa171918acc4335,12868,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c14_moral_prevalence_equal_model.csv,ca325b7df0f1ea0ac01331901f8995f6b44d3f9288a5111dc4d5b0dd5a9c03c4,45339,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c15_moral_by_model.csv,1068ff6d3b9d1ff54d1fec30b848fdf5c11baf9ccc2d939755aba93b52052998,10081,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c16_content_joint_outcomes.csv,c913854467466b4757e8bc58d6728cfa7985b5e9c5a6691019930b6a116d683e,35313,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c17_measurement_sensitivity.csv,ce717ddca108cdf3ceeb5796d39b936286c43679c0bb8ffe0a49990d4fcc5955,47221,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c17b_judge_envelope.csv,d5aaafe386c65d0b4ccf52847355e457757f924ad66fdd72f550749924bafddc,12047,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c17c_judge_support.csv,876f2c3b2149a6fbd60ecc3af8b8a2f043ce3de248f9813cf307b4196c97b2e3,905,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/estimates/c18_bootstrap_diagnostics.csv,f9f9ddb7f9245ec9d6d733153f07db05232984e6a641e2b443bf9ed281f61cdb,69494,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig1_home_jurisdiction.pdf,aacaa0888d0c4b8e55624c21a2aa5f413722281b94ec03fde19a1d19e3322c07,59058,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig1_home_jurisdiction.png,af4d05b8b0750aacf4d8f8683596cbfc5dcf52dd5d36bb05766d4574c07d4094,341934,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig1_home_jurisdiction.svg,617c58539e4d86b3e6af5f6f1768d33957b754d651c759ab6487de354971e22b,212829,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig2_language_framing.pdf,496b40d92a802869db6538814fad581a526cb783c31de52dd29c869fac8c88a2,7694,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig2_language_framing.png,eaad0d3fcddee8261de1ddc23df29b10b1ee064bfcce67d61a07d5496540ab3d,311854,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig2_language_framing.svg,5fc164957c923253d39c1b46aaccf70a4f9fc4dc4bd81c5412daec271860c38f,35367,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig3_content.pdf,bfad6097ddcdf5594603fe3f14ebb92f7f489ee118f04efcdaf4cbca4950d7c7,6291,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig3_content.png,a3e64198d8cd14bc86d7886667ad80aa0112b51b0af6280154807a07c1a2f9a2,216761,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/main/Fig3_content.svg,35ff094b9abae4a7e1bb5b8976d8b7b8d0c1b4c0ee2f7bbe87c6d46592e36ccb,17944,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED1_judge_sensitivity.pdf,829a07568b83a1843c80319c5048267da8c08ad2a51d6553f9d9d022136bb020,6288,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED1_judge_sensitivity.png,b753332cfb450a2871593607912d946024dede9f5e3b1c181a68399127640d58,166773,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED1_judge_sensitivity.svg,313b50dd4acd0e85855cd4bdc664ad53158f60a6f32dfe45498a5c70daa666ca,19068,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED2_sensitivity_panels.pdf,7d4b0dd56423b56d77ec59cf20dec72af87acbf1a80edb8049d46528229d2bd8,11220,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED2_sensitivity_panels.png,a50ea7a5e39066575a173bd8ce5d127c3fae219b082ee4c8cd29583eb8c254a9,569526,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED2_sensitivity_panels.svg,5a1e2164c852937850e406b22c2401f32367a58b2658e843fc8f8d384e212b5b,47822,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED3_refusal_text_projection.pdf,1c9bdea3576395f0dd5cb180792dcc36efdfcc80caaabc5ec1f4e5125c94b6b1,712366,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED3_refusal_text_projection.png,0b08716f8b7aaa9c3038fd7da2fd6f26ee098cf3933d2ff2c3b10fcc192d1775,669595,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED3_refusal_text_projection.svg,05c8271523d4f7758db59c7997be5361afa79234f4b11dd8b99d7a6358483558,1973379,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED4_language_detail.pdf,28127f5769251637c568a5e44118269fb8d05d149e096e364e495ce5b087f089,9365,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED4_language_detail.png,af8f549c27ccac28b7f8e5cabbba8793be5afba954e106f295d149b3b9b07158,244340,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
output,pipeline/releases/canon_006/figures/extended/ED4_language_detail.svg,f8a77af0a0bb22a139f9eaa7c851193463b7c19f8af3154e6fce9e7a4a793b53,31131,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/_theme.R,b514445bcd8d4b2dc06a5a5a80407cce961ec2f8e075a69e942e806ec63cccc5,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/01_data_loading.R,8a69ae9b5c4336c48af27627c4430c51a1def9320f0e1c9b581c4114c3276491,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/02_judge_reliability.R,0344f99e970d6e1e3533ae8dd383de53f11d7e4410c05a90786c46b9097fe00c,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/10_canonical_common.R,a4fec3e17e13c1313e1912ad2d2e9d2520a7e08f4d8a9468252db6af16810235,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/11_canonical_home.R,983ccfef8e1af1eb8d307077a0b7e3f02ce3975e4f4df409ef64eb6664695212,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/12_canonical_language_framing.R,14eea9b430ce621542f9a17a69201186ee7f26082691be40bc16157c5746031d,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/13_canonical_content.R,389bd51768e4ee4abe13095a5e1e4a53ab4d1e5937999ed4b6f0108d86032507,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/14_canonical_judge_uncertainty.R,28440b94a4897447101675cbd02800c22e002b510a3fe80e838c31570bde9ec6,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/20_figures_main.R,b184c2262fd9f1a9754ec27b350da35789ccc1e24f3abcf289176a08a8aa78a8,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/21_figures_extended.R,9c1d54924eceb366df488759646b32c567499875a8a6d243cd8fc7bc041379a7,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/30_acceptance.R,26877a661b5eef25ca8894ab7f50c0d74f8c240d8540d34e115d3eef06ea200e,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/40_appendix_descriptives.R,c34da19d1f67b24854de5a97b1baa498758b1c06d10eda3f117b8001b304a6d5,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/audit_figures.R,6486c153c2416b651f84137fea7f23bff041510bf1e264d92e9e96155a6e724d,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/make_release.R,25dd31ead577225002dc50a5785986b1d8eca5423ef652d85adfe260e8adfc24,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source,pipeline/tests_synthetic.R,3838daa94b8a998e7ce2cb36d6be6dcc47ef7a9ae54d11caa15bea5006299d34,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/annotation_pipeline.py,a38c977dfa63acd13dc7b1ff1825d70687924c8c92c47fba1398ee5584fade8f,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/config.py,39a154d408935711630d2279ed710f57d2c9ed1536c84ebf95b6ce29b83e98a6,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/env_utils.py,f368c050e0d7cc881a91b84fb7e65d88256ca1d152aba8cd1477eb1dd77e53ab,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/generate_responses.py,ec337608e50038adaab10b3500167c1a1e1c6873dc06d8a70738ceea5bd894c1,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/make_sample_review.py,04c9a59906213537fea026c20001adb313a7baf83c854095b8570a5d089ec865,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/refusal_umap.py,e420b0afb4ea1a10c361beac04f6a4e31731e99477203c6bacaf3e7f8341d0ea,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/run_pilot.py,10d38d61bf57a3ce64359b248fdebe15465f9324d6e884753430891c0f45467a,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/sample_prompts.py,d8c3778a3d3ae473293a26b5020c45e0ba8ad72b651ebe1f7a6ef0d7afe364a6,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/smoke_test_endpoint.py,fcef0ad5ac21f6238aa8002826ac3930b4559ebf368703fcc09a432c551455e4,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/stamp_prompt_provenance.py,6db86844033b7337c531b73bcd2ae4a175da96399b9c4fcc43985f87585f6065,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/stance_coding.py,aa6f74993214d8541c85ca64cbf2c0f2eb7f59cd51f1a8d56d6519dbc22daebc,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/study_a_jurisdiction_panel.py,033797cd1c3faac85788be046192a8e3a4f05d51272a8ca72f2d3cb7812029a7,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/study_b_runner.py,e90ad8a5c3154ba2703b59fc7c5d1f6a27d9dc73c02cd97f75f20aa437fd52e8,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/translate_prompts.py,26c917d356ad6e350dfb897a7c9208629fee522eacf0e124020e2a0a9a85ba23,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
source_py,scripts/validate_data.py,f7aa52f4b2d37820777929ab3ab8524e64622dc261c1929495fcefcbc50cf122,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_data,pipeline/data_clean.RData,e0ff6a91d46df5c18f95d44adf957569840e46aa0fa45b1d0d4e504b61444aaa,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_annotations,annotations/full_v1/annotations_all.jsonl,4f000cf276c71cab94f2e82888eaff1c7d21cc70474cceb7011095d2c66fe61b,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_annotations,annotations/full_v1/annotations_ar_boundary.jsonl,02a11f4385b5acc88a03ac2dbb287e4133a88a16096314618526f3d862d4837c,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_annotations,annotations/full_v1/annotations_en_boundary.jsonl,96879e412635434d6819a39a1748f03436c782f5d22425dddb143f932f208848,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_annotations,annotations/full_v1/annotations_hi_boundary.jsonl,cc8f1ea3d9220681caeec90a203c37584fec9a1f3142a30074d1673a5ef293bc,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_annotations,annotations/full_v1/annotations_ru_boundary.jsonl,4a3da0ef05c658801d025fd434e89dc6956d06d541f2895e7e381c067eeb4a38,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_annotations,annotations/full_v1/annotations_zh_boundary.jsonl,7e055f892419cdfa66e19e3021d385e45fdc5cddd2b7856fdafefc1d9d13cf9b,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
input_annotations,annotations/full_v1/annotations_panel.jsonl,143efa093169a54a661725fb4c4ab1de93f663547690bf6dfee9dcce9c478e23,NA,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,tidyverse,NA,2.0.0,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,ggplot2,NA,4.0.2,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,dplyr,NA,1.2.0,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,lme4,NA,1.1.35.5,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,logistf,NA,1.26.1,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,irr,NA,0.84.1,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,umap,NA,0.2.10.0,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,digest,NA,0.6.39,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,svglite,NA,2.1.3,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,ragg,NA,1.3.3,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
package,statmod,NA,1.5.0,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
environment,R,NA,4.4.1,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
environment,python,NA,Python 3.13.5,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
environment,embedding_model,NA,sbert:paraphrase-multilingual-MiniLM-L12-v2@rev=main@800chars,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
environment,seed,NA,20260807,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
environment,B_head,NA,2000,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
environment,B_sens,NA,500,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
environment,B_judge,NA,600,canon_006,8fbe549367903f8d6ec340c6cbc759ff6c65b704,audit/inference-pipeline-review,FALSE,2026-08-07T17:49:21
