foundation,field,scope,level,weighting,estimate,conf_low,conf_high,conf_low_battery,conf_high_battery,n,n_models,jurisdiction_caveat,nonexclusive,inference_target,conditional,canonical_run_id,krippendorff_alpha,gwet_ac1,prevalence,psa_mean,psa_min,psa_max,psa_conf_low,psa_conf_high,n_pairs,n_units_complete,reliability_statistic,reliability_note,evidence_status
Fairness / cheating,fairness_cheating,jurisdiction,US,equal-model,0.5920011519868564,0.5447667158295308,0.6316985947992522,0.5530184378972642,0.6309838660764486,2435,4,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5632673736722036,0.65725,0.6757730980838559,0.8604619010704837,0.8106977767994717,0.9021019626059692,0.8412076683101568,0.8786932546877275,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Fairness / cheating,fairness_cheating,jurisdiction,EU,equal-model,0.7051282051282052,0.6521634615384615,0.7516025641025641,0.6647462618007006,0.7455101484557097,624,1,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5632673736722036,0.65725,0.6757730980838559,0.8604619010704837,0.8106977767994717,0.9021019626059692,0.8412076683101568,0.8786932546877275,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Liberty / oppression,liberty_oppression,overall,all models,equal-model,0.47134218403735895,0.4302016398147308,0.5123486809016409,0.4344514962333952,0.5082328718413227,6528,11,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5234679323203382,0.52348,0.4889394801745569,0.7592312815208994,0.6863237139272271,0.8521225314881045,0.733155003136658,0.7829686855778724,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Liberty / oppression,liberty_oppression,jurisdiction,CN,equal-model,0.4920621945343154,0.44049765790246975,0.5421471332333929,0.4469854579114603,0.5371389311571705,1181,2,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5234679323203382,0.52348,0.4889394801745569,0.7592312815208994,0.6863237139272271,0.8521225314881045,0.733155003136658,0.7829686855778724,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Liberty / oppression,liberty_oppression,jurisdiction,MENA,equal-model,0.4276079151589858,0.3905432889874185,0.4655621333330112,0.3909262999695154,0.46428953034845616,1699,3,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5234679323203382,0.52348,0.4889394801745569,0.7592312815208994,0.6863237139272271,0.8521225314881045,0.733155003136658,0.7829686855778724,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Liberty / oppression,liberty_oppression,jurisdiction,India,equal-model,0.5144312393887945,0.4642857142857143,0.5678295131438937,0.4696979359186564,0.5591645428589327,589,1,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5234679323203382,0.52348,0.4889394801745569,0.7592312815208994,0.6863237139272271,0.8521225314881045,0.733155003136658,0.7829686855778724,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Liberty / oppression,liberty_oppression,jurisdiction,US,equal-model,0.44780129082426956,0.40543155979541445,0.4877760977972605,0.40743275365517684,0.4881698279933623,2435,4,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5234679323203382,0.52348,0.4889394801745569,0.7592312815208994,0.6863237139272271,0.8521225314881045,0.733155003136658,0.7829686855778724,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Liberty / oppression,liberty_oppression,jurisdiction,EU,equal-model,0.6121794871794872,0.5680689102564103,0.6586538461538461,0.570920462891379,0.6534385114675955,624,1,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.5234679323203382,0.52348,0.4889394801745569,0.7592312815208994,0.6863237139272271,0.8521225314881045,0.733155003136658,0.7829686855778724,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Authority / subversion,authority_subversion,overall,all models,equal-model,0.13963639900829625,0.11183833790851744,0.16861768772688504,0.11335808112622386,0.16591471689036863,6528,11,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.38762469335924754,0.71559,0.19681274900398357,0.5123412616157422,0.4446546830652791,0.605294825511432,0.45587373847149304,0.563509225240598,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Authority / subversion,authority_subversion,jurisdiction,CN,equal-model,0.1641383286294486,0.13089011959516283,0.19999337436084302,0.1309524238082935,0.1973242334506037,1181,2,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.38762469335924754,0.71559,0.19681274900398357,0.5123412616157422,0.4446546830652791,0.605294825511432,0.45587373847149304,0.563509225240598,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Authority / subversion,authority_subversion,jurisdiction,MENA,equal-model,0.11114305613543282,0.08759738840324985,0.1369672827091335,0.08716823788732717,0.13511787438353848,1699,3,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.38762469335924754,0.71559,0.19681274900398357,0.5123412616157422,0.4446546830652791,0.605294825511432,0.45587373847149304,0.563509225240598,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Authority / subversion,authority_subversion,jurisdiction,India,equal-model,0.1460101867572156,0.11023721967687486,0.1845288298841598,0.11363401415108523,0.178386359363346,589,1,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.38762469335924754,0.71559,0.19681274900398357,0.5123412616157422,0.4446546830652791,0.605294825511432,0.45587373847149304,0.563509225240598,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Authority / subversion,authority_subversion,jurisdiction,US,equal-model,0.1400037864749042,0.1116939098494451,0.17112164778474592,0.11284603903963006,0.16716153391017832,2435,4,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.38762469335924754,0.71559,0.19681274900398357,0.5123412616157422,0.4446546830652791,0.605294825511432,0.45587373847149304,0.563509225240598,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Authority / subversion,authority_subversion,jurisdiction,EU,equal-model,0.16826923076923078,0.13217147435897436,0.20757211538461534,0.13203242587473332,0.20450603566372824,624,1,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.38762469335924754,0.71559,0.19681274900398357,0.5123412616157422,0.4446546830652791,0.605294825511432,0.45587373847149304,0.563509225240598,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Loyalty / betrayal,loyalty_betrayal,overall,all models,equal-model,0.0844381013245755,0.06508223115154811,0.10589416623599787,0.06611120365431376,0.10276499899483725,6528,11,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.4888787245195251,0.8229,0.15135647884651568,0.5581479323236274,0.4592391304347826,0.7129666800481734,0.5094830683586188,0.6071656657795552,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Loyalty / betrayal,loyalty_betrayal,jurisdiction,CN,equal-model,0.12862686721277622,0.0971424913339306,0.16129723010942287,0.09872742659470528,0.15852630783084715,1181,2,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.4888787245195251,0.8229,0.15135647884651568,0.5581479323236274,0.4592391304347826,0.7129666800481734,0.5094830683586188,0.6071656657795552,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
Loyalty / betrayal,loyalty_betrayal,jurisdiction,MENA,equal-model,0.06817783791341699,0.050207237101086405,0.0873078996377619,0.05031916466731201,0.08603651115952196,1699,3,"jurisdiction rows are DESCRIPTIVE: jurisdiction is defined by model membership, so a model-adjusted jurisdiction contrast is not identified","foundations are separate NON-EXCLUSIVE binaries; a response can invoke several or none, so they do not form a composition and must never be plotted as shares of a whole","conf_low/conf_high target an issue SUPERPOPULATION (issue-cluster bootstrap, percentile). conf_low_battery/conf_high_battery target the frozen 624-issue battery (delete-one-issue jackknife with finite-population correction, normal approximation). They answer different questions; neither is a correction of the other.",CONDITIONAL ON ENGAGEMENT: passes 2/3 skip refusals by design,canon_006,0.4888787245195251,0.8229,0.15135647884651568,0.5581479323236274,0.4592391304347826,0.7129666800481734,0.5094830683586188,0.6071656657795552,6,6468,"pairwise positive specific agreement, 2a/(2a+b+c), mean over judge pairs",reported as a number with its interval; no acceptance threshold is applied because none is preregistered,DESCRIPTIVE/EXPLORATORY for rare foundations
